Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
Frank Ntilikina,PG,20,NYK,43,904,6.0,1.4,8.9,5.0,19.5,1.6,1.3,16.6,-1.3,0.4,-0.8,-0.045,-5.2,-0.8,-6.0,-0.9,0,0,0,2019
Jusuf Nurkić,C,24,POR,72,1974,23.4,13.4,26.7,20.2,17.9,1.7,4.2,24.7,4.4,3.3,7.8,0.189,2.1,1.7,3.7,2.8,0,0,0,2019
David Nwaba,SF,26,CLE,51,984,12.5,4.4,14.4,9.2,8.1,1.8,1.5,14.6,1.1,0.3,1.4,0.069,-1.8,-0.3,-2.1,0.0,0,0,0,2019
Royce O'Neale,SF,25,UTA,82,1671,9.0,1.5,16.7,9.2,10.0,1.5,1.1,11.0,0.7,2.5,3.3,0.094,-2.6,2.1,-0.5,0.6,0,0,0,2019
Kyle O'Quinn,C,28,IND,45,371,16.8,8.9,26.4,17.8,22.4,1.2,6.0,20.8,0.2,0.8,1.0,0.125,-2.5,3.0,0.4,0.2,0,0,0,2019
Semi Ojeleye,PF,24,BOS,56,594,8.5,4.3,11.2,7.7,5.1,0.8,0.6,14.1,0.2,0.5,0.7,0.054,-2.8,-1.2,-4.0,-0.3,0,0,0,2019
Jahlil Okafor,C,23,NOP,59,935,17.9,9.2,21.4,15.4,6.3,0.7,3.5,19.9,1.4,0.8,2.2,0.115,-0.6,-0.9,-1.5,0.1,0,0,0,2019
Elie Okobo,PG,21,PHO,53,958,7.6,1.4,10.1,5.7,18.7,1.6,0.6,17.0,-0.7,0.2,-0.5,-0.027,-4.2,-1.5,-5.7,-0.9,0,1,0,2019
Josh Okogie,SG,20,MIN,74,1757,9.3,2.5,10.9,6.6,6.9,2.4,1.6,15.4,-0.1,1.4,1.2,0.034,-3.5,0.4,-3.1,-0.5,0,1,0,2019
Victor Oladipo,SG,26,IND,36,1147,17.6,2.1,17.1,9.8,25.2,2.6,0.9,27.9,0.4,1.9,2.3,0.097,1.8,1.2,2.9,1.4,0,0,0,2019
Kelly Olynyk,PF,27,MIA,79,1812,14.4,4.2,17.8,11.0,11.4,1.4,1.8,18.0,2.3,2.5,4.7,0.126,-0.2,0.9,0.7,1.2,0,0,0,2019
Cedi Osman,SF,23,CLE,76,2444,11.5,2.0,14.8,8.1,12.1,1.2,0.4,18.6,1.2,0.2,1.5,0.029,-1.4,-1.8,-3.2,-0.8,0,0,0,2019
Zaza Pachulia,C,34,DET,68,878,13.7,11.9,21.5,16.5,14.7,1.7,1.6,15.0,1.1,1.3,2.3,0.128,-2.8,1.6,-1.2,0.2,0,0,0,2019
Tony Parker*,PG,36,CHO,56,1003,15.3,1.5,7.6,4.5,33.3,1.0,0.6,25.5,0.6,0.3,0.9,0.044,-0.3,-2.3,-2.6,-0.1,0,0,0,2019
Chandler Parsons,SF,30,MEM,25,496,8.5,0.9,15.2,7.9,13.4,1.9,1.0,20.3,-0.6,0.6,0.0,-0.004,-3.9,-0.5,-4.4,-0.3,0,0,0,2019
Patrick Patterson,PF,29,OKC,63,861,8.1,4.9,13.0,8.8,4.6,0.9,1.3,12.0,0.2,0.9,1.1,0.064,-2.0,-0.4,-2.5,-0.1,0,0,0,2019
Justin Patton,C,21,PHI,3,21,10.5,10.4,19.6,15.1,18.7,4.5,0.0,15.7,0.0,0.0,0.0,0.079,-5.2,3.2,-2.0,0.0,0,0,0,2019
Chris Paul,PG,33,HOU,58,1857,19.7,2.1,13.9,7.9,39.3,3.0,0.8,22.5,4.4,2.2,6.6,0.172,2.7,1.1,3.9,2.8,0,0,0,2019
Elfrid Payton,PG,24,NOP,42,1250,14.0,4.1,14.0,9.1,33.5,1.6,1.1,18.3,0.6,0.9,1.5,0.058,-0.7,-0.7,-1.4,0.2,0,0,0,2019
Gary Payton II,PG,26,WAS,3,16,36.9,6.7,6.9,6.8,45.1,8.9,5.3,23.8,0.1,0.0,0.1,0.358,8.3,10.6,18.9,0.1,0,0,0,2019
Theo Pinson,SG,23,BRK,18,211,8.1,2.0,15.9,9.0,14.1,1.4,0.0,20.0,-0.2,0.2,0.0,0.004,-3.6,0.4,-3.2,-0.1,0,1,0,2019
Mason Plumlee,C,28,DEN,82,1731,17.8,10.3,22.5,16.4,19.5,1.9,3.9,16.2,2.9,2.9,5.8,0.16,-0.5,2.6,2.1,1.8,0,0,0,2019
Miles Plumlee,C,30,ATL,18,173,18.9,9.5,14.3,11.8,14.7,1.6,2.0,16.7,0.4,0.1,0.5,0.145,1.6,0.0,1.6,0.2,0,0,0,2019
Jakob Poeltl,C,23,SAS,77,1273,19.3,15.4,19.7,17.6,10.0,1.1,4.5,13.1,3.5,1.6,5.1,0.193,1.3,0.7,2.0,1.3,0,0,0,2019
Quincy Pondexter,SF,30,SAS,53,292,13.2,3.0,14.1,8.6,10.6,1.8,0.3,13.5,0.5,0.3,0.8,0.128,-1.6,0.7,-0.9,0.1,0,0,0,2019
Dwight Powell,C,27,DAL,77,1662,20.4,9.1,17.3,13.2,10.7,1.3,2.6,17.2,5.6,1.9,7.5,0.215,2.0,0.9,2.9,2.1,0,0,0,2019
Norman Powell,SG,25,TOR,60,1126,13.3,1.6,11.5,6.7,11.6,1.7,1.0,19.0,1.0,1.4,2.4,0.102,-0.9,0.2,-0.7,0.4,0,0,0,2019
Alex Poythress,PF,25,ATL,21,305,12.2,9.8,16.6,13.1,7.7,0.6,2.8,14.2,0.4,0.2,0.5,0.086,-2.5,-1.0,-3.5,-0.1,0,0,0,2019
Taurean Prince,SF,24,ATL,55,1552,11.9,1.5,12.3,6.7,11.1,1.6,1.1,19.5,0.8,0.7,1.5,0.047,-1.0,-1.0,-2.0,0.0,0,0,0,2019
Zhou Qi,PF,23,HOU,1,1,80.3,0.0,0.0,0.0,0.0,0.0,0.0,43.4,0.0,0.0,0.0,1.261,40.1,11.9,52.0,0.0,0,0,0,2019
Ivan Rabb,PF,21,MEM,49,721,16.1,10.7,21.5,16.0,12.0,1.2,1.8,17.2,1.2,0.9,2.1,0.137,-1.1,-0.3,-1.4,0.1,0,0,0,2019
Chasson Randle,PG,25,WAS,49,743,9.9,1.4,6.8,4.1,17.5,1.6,0.3,16.4,0.4,0.2,0.6,0.041,-2.7,-1.3,-4.0,-0.4,0,0,0,2019
Julius Randle,PF,24,NOP,73,2232,20.9,7.6,21.6,14.7,15.8,1.1,1.6,27.8,4.2,1.9,6.1,0.131,2.1,-0.6,1.5,2.0,0,0,0,2019
JJ Redick,SG,34,PHI,76,2379,15.1,0.9,7.2,4.1,12.9,0.6,0.6,21.9,4.6,1.2,5.9,0.118,2.2,-2.0,0.2,1.3,0,0,0,2019
Davon Reed,SG,23,IND,10,47,8.1,4.8,9.2,7.1,8.5,1.0,0.0,12.1,0.0,0.0,0.1,0.064,-3.3,-2.2,-5.5,0.0,0,0,0,2019
Cameron Reynolds,SG,23,MIN,19,259,10.4,1.6,11.3,6.4,6.8,1.1,0.7,14.1,0.3,0.1,0.4,0.078,-1.3,-1.2,-2.5,0.0,0,1,0,2019
Josh Richardson,SG,25,MIA,73,2539,14.0,2.3,8.8,5.5,17.9,1.5,1.2,20.9,3.0,2.6,5.6,0.106,0.1,0.2,0.3,1.5,0,0,0,2019
Malachi Richardson,SG,23,TOR,22,103,0.9,2.2,11.2,6.8,0.0,0.5,0.0,16.4,-0.2,0.1,-0.1,-0.06,-6.6,-2.1,-8.8,-0.2,0,0,0,2019
Devin Robinson,SF,23,WAS,7,95,20.6,6.7,16.2,11.4,9.5,2.0,5.3,17.9,0.2,0.1,0.3,0.175,0.8,1.1,1.9,0.1,0,0,0,2019
Duncan Robinson,SF,24,MIA,15,161,7.6,1.3,11.2,6.3,4.4,1.5,0.0,14.0,0.0,0.2,0.2,0.051,-3.6,0.1,-3.5,-0.1,0,1,0,2019
Glenn Robinson III,SF,25,DET,47,610,8.7,2.9,10.0,6.4,5.1,1.1,1.1,15.0,0.1,0.6,0.7,0.054,-2.8,-0.1,-3.0,-0.2,0,0,0,2019
Jerome Robinson,SG,21,LAC,33,320,7.2,1.0,12.2,6.8,8.3,1.6,0.7,16.7,-0.2,0.3,0.1,0.012,-4.2,-0.5,-4.7,-0.2,0,1,0,2019
Mitchell Robinson,C,20,NYK,66,1360,22.0,13.3,19.4,16.3,4.2,1.8,10.0,12.1,4.0,2.2,6.1,0.217,0.1,2.4,2.5,1.6,0,1,1,2019
Rajon Rondo,PG,32,LAL,46,1369,12.1,2.6,15.5,9.2,35.5,1.9,0.4,17.4,-0.2,1.5,1.3,0.047,-1.7,0.2,-1.5,0.2,0,0,0,2019
Derrick Rose,PG,30,MIN,51,1392,19.5,2.5,8.3,5.4,26.4,1.1,0.7,27.3,2.6,0.3,3.0,0.102,3.2,-1.7,1.4,1.2,0,0,0,2019
Terrence Ross,SG,27,ORL,81,2150,15.4,1.3,12.8,7.0,9.9,1.6,1.1,23.9,1.7,2.6,4.3,0.095,1.1,-0.3,0.8,1.5,0,0,0,2019
Terry Rozier,PG,24,BOS,79,1791,13.0,1.9,16.4,9.1,17.7,1.8,1.0,18.7,0.9,2.2,3.1,0.083,-0.7,0.5,-0.2,0.8,0,0,0,2019
Ricky Rubio,PG,28,UTA,68,1899,14.0,1.9,11.8,6.9,32.1,2.3,0.4,22.7,0.9,2.8,3.7,0.095,-1.0,0.8,-0.2,0.9,0,0,0,2019
D'Angelo Russell,PG,22,BRK,81,2448,19.4,2.3,11.2,6.8,41.3,1.9,0.6,31.9,2.4,2.6,5.0,0.097,4.0,-0.6,3.4,3.4,0,0,0,2019
Domantas Sabonis,C,22,IND,74,1838,21.9,11.5,29.8,20.8,18.2,1.3,1.5,23.5,4.3,3.3,7.6,0.197,1.9,1.3,3.1,2.4,0,0,0,2019
Brandon Sampson,SG,21,CHI,14,214,8.5,1.5,6.7,4.1,6.8,1.8,1.2,15.2,-0.1,0.1,0.0,0.01,-3.9,-0.9,-4.7,-0.1,0,1,0,2019
JaKarr Sampson,SF,25,CHI,4,127,22.5,4.2,23.4,13.7,5.3,1.5,2.0,23.1,0.3,0.1,0.5,0.173,3.6,0.2,3.7,0.2,0,0,0,2019
Tomáš Satoranský,PG,27,WAS,80,2164,14.1,4.0,10.0,7.0,24.6,1.8,0.5,14.1,3.8,0.9,4.7,0.104,-0.4,-0.3,-0.7,0.7,0,0,0,2019
Dennis Schröder,PG,25,OKC,79,2314,12.7,1.6,11.3,6.3,20.4,1.3,0.4,24.2,0.4,2.4,2.9,0.06,-1.3,-0.7,-2.0,0.0,0,0,0,2019
Thabo Sefolosha,SF,34,UTA,50,609,12.1,1.4,20.1,10.9,6.1,3.4,0.7,12.9,0.2,1.2,1.5,0.115,-1.6,3.1,1.5,0.5,0,0,0,2019
Collin Sexton,PG,20,CLE,82,2605,12.0,2.3,8.0,5.0,15.3,0.8,0.2,25.2,-0.1,-0.5,-0.6,-0.011,-1.4,-3.3,-4.7,-1.8,0,1,1,2019
Pascal Siakam,PF,24,TOR,80,2548,18.7,5.4,17.5,11.6,14.6,1.4,1.7,20.8,5.7,3.6,9.3,0.175,1.6,0.8,2.4,2.8,0,0,0,2019
Jordan Sibert,SG,26,ATL,1,4,29.7,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.183,13.7,2.2,16.0,0.0,0,1,0,2019
Ben Simmons,PG,22,PHI,79,2700,20.0,6.9,20.0,13.7,34.2,2.0,1.8,22.1,4.6,3.6,8.2,0.146,2.2,1.3,3.6,3.8,0,0,0,2019
Kobi Simmons,PG,21,CLE,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033,-7.4,-3.2,-10.6,0.0,0,0,0,2019
Anfernee Simons,SG,19,POR,20,141,11.1,2.3,7.4,4.9,13.7,0.3,0.0,24.3,0.0,0.0,0.1,0.02,-1.5,-3.7,-5.3,-0.1,0,1,0,2019
Marcus Smart,SG,24,BOS,80,2200,13.2,2.8,8.6,5.7,19.1,3.1,1.1,14.7,2.2,3.0,5.2,0.114,-1.2,2.0,0.8,1.5,0,0,0,2019
Ish Smith,PG,30,DET,56,1251,11.8,1.9,11.1,6.3,25.4,1.1,0.7,19.9,0.5,1.1,1.7,0.064,-1.6,-0.3,-2.0,0.0,0,0,0,2019
J.R. Smith,SG,33,CLE,11,222,7.8,0.0,9.4,4.5,13.8,2.5,1.2,18.6,-0.3,0.1,-0.2,-0.038,-3.7,0.5,-3.2,-0.1,0,0,0,2019
Zhaire Smith,SG,19,PHI,6,111,9.5,2.9,9.3,6.2,12.3,0.9,1.4,16.4,0.0,0.1,0.1,0.048,-2.8,-2.2,-5.0,-0.1,0,1,0,2019
Tony Snell,SF,27,MIL,74,1304,10.7,2.4,9.4,6.1,6.7,0.9,1.2,12.9,1.6,1.6,3.2,0.117,-1.0,0.3,-0.7,0.4,0,0,0,2019
Omari Spellman,PF,21,ATL,46,805,12.4,9.2,16.3,12.7,8.0,1.5,2.7,14.9,0.6,0.5,1.2,0.07,-0.5,-0.7,-1.2,0.2,0,1,0,2019
D.J. Stephens,SG,28,MEM,1,7,5.5,0.0,0.0,0.0,0.0,7.1,0.0,19.1,0.0,0.0,0.0,-0.119,-7.1,1.6,-5.5,0.0,0,0,0,2019
Lance Stephenson,SG,28,LAL,68,1123,11.8,3.0,16.5,9.9,17.3,1.7,0.5,20.3,-0.1,1.2,1.1,0.049,-1.6,0.1,-1.5,0.1,0,0,0,2019
Edmond Sumner,PG,23,IND,23,210,7.6,4.9,7.8,6.3,6.3,2.8,2.1,17.6,-0.2,0.3,0.1,0.02,-5.8,0.5,-5.3,-0.2,0,0,0,2019
Jayson Tatum,SF,20,BOS,79,2455,15.1,3.0,17.7,10.4,10.0,1.7,2.1,22.2,1.6,3.2,4.8,0.094,-0.4,0.2,-0.2,1.1,0,0,0,2019
Jeff Teague,PG,30,MIN,42,1264,15.4,1.3,7.7,4.5,37.6,1.6,1.2,19.3,1.7,0.5,2.2,0.085,0.8,-1.2,-0.4,0.5,0,0,0,2019
Miloš Teodosić,PG,31,LAC,15,150,6.5,2.2,8.9,5.7,28.8,0.9,0.5,18.0,-0.1,0.1,-0.1,-0.019,-3.8,-1.7,-5.4,-0.1,0,0,0,2019
Jared Terrell,SG,23,MIN,14,111,0.7,1.0,4.9,2.9,14.4,1.3,1.5,19.6,-0.4,0.0,-0.3,-0.14,-8.5,-2.3,-10.9,-0.2,0,1,0,2019
Daniel Theis,C,26,BOS,66,908,17.1,10.2,16.2,13.2,10.5,1.1,4.1,15.8,2.3,1.2,3.5,0.185,-0.8,0.9,0.0,0.5,0,0,0,2019
Isaiah Thomas,SG,29,DEN,12,181,7.0,3.0,4.8,3.9,18.6,1.4,0.5,30.4,-0.4,0.1,-0.3,-0.077,-4.0,-2.5,-6.5,-0.2,0,0,0,2019
Khyri Thomas,SG,22,DET,26,195,6.2,2.2,9.3,5.6,6.0,1.8,2.2,17.2,-0.2,0.2,0.0,0.005,-4.9,-0.1,-5.0,-0.2,0,1,0,2019
Lance Thomas,PF,30,NYK,46,783,6.4,2.7,13.1,7.8,5.0,1.0,0.8,12.9,-0.3,0.3,0.1,0.004,-4.8,-0.9,-5.7,-0.7,0,0,0,2019
Klay Thompson,SG,28,GSW,78,2652,16.6,1.6,10.1,6.0,10.5,1.5,1.5,25.6,2.9,2.3,5.3,0.095,1.1,-1.4,-0.3,1.2,0,0,0,2019
Tristan Thompson,C,27,CLE,43,1198,18.4,15.4,25.7,20.3,11.2,1.2,1.2,17.7,2.1,0.5,2.6,0.105,1.4,-1.9,-0.5,0.4,0,0,0,2019
Sindarius Thornwell,SG,24,LAC,64,313,5.2,1.7,12.8,7.5,7.2,2.1,1.8,11.3,-0.3,0.3,0.0,0.004,-5.8,1.0,-4.7,-0.2,0,0,0,2019
Anthony Tolliver,PF,33,MIN,65,1079,8.6,1.5,16.2,8.8,5.5,0.8,1.7,12.5,0.6,0.5,1.2,0.052,-1.7,-0.7,-2.4,-0.1,0,0,0,2019
Karl-Anthony Towns,C,23,MIN,77,2545,26.3,10.9,29.3,20.0,17.2,1.3,4.2,28.9,7.2,3.2,10.4,0.197,5.4,0.6,6.0,5.1,0,0,0,2019
Gary Trent Jr.,SG,20,POR,15,111,3.6,1.0,9.4,5.3,6.2,0.4,1.4,21.7,-0.3,0.1,-0.2,-0.092,-6.6,-4.2,-10.8,-0.2,0,1,0,2019
Allonzo Trier,SG,23,NYK,64,1459,12.2,2.2,12.2,7.1,12.9,0.9,0.8,21.5,0.4,0.5,0.9,0.03,-1.6,-1.5,-3.1,-0.4,0,1,0,2019
P.J. Tucker,PF,33,HOU,82,2802,9.2,4.7,14.4,9.5,4.6,2.3,1.2,9.5,2.0,3.0,5.0,0.086,-1.6,1.0,-0.6,1.0,0,0,0,2019
Evan Turner,PG,30,POR,73,1605,11.6,2.5,18.9,10.9,23.6,1.0,0.9,15.9,0.5,1.5,2.0,0.06,-1.8,0.5,-1.3,0.3,0,0,0,2019
Myles Turner,C,22,IND,74,2119,18.0,5.4,22.0,13.9,8.0,1.4,8.4,20.0,1.9,4.4,6.3,0.144,0.0,2.4,2.5,2.4,0,0,0,2019
Ekpe Udoh,C,31,UTA,51,320,20.9,9.3,20.9,15.2,12.8,1.5,7.7,13.1,0.9,0.7,1.6,0.238,0.8,3.9,4.7,0.5,0,0,0,2019
Tyler Ulis,PG,23,CHI,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015,-7.7,-2.7,-10.4,0.0,0,0,0,2019
Jarred Vanderbilt,PF,19,DEN,17,69,12.4,10.9,25.2,18.0,5.9,4.3,1.3,19.4,-0.1,0.1,0.1,0.037,-5.2,1.0,-4.2,0.0,0,1,0,2019
Fred VanVleet,PG,24,TOR,64,1760,13.7,1.3,8.7,5.1,23.9,1.6,0.9,17.9,2.4,1.9,4.3,0.117,0.4,0.1,0.5,1.1,0,0,0,2019
Noah Vonleh,PF,23,NYK,68,1722,13.9,6.7,25.8,16.0,11.1,1.3,2.5,14.8,1.5,1.7,3.2,0.09,-1.2,0.5,-0.7,0.6,0,0,0,2019
Nikola Vučević,C,28,ORL,80,2510,25.4,9.4,31.9,20.5,21.9,1.6,3.0,28.0,5.4,4.7,10.1,0.193,5.0,1.7,6.6,5.5,0,0,0,2019
Dwyane Wade*,SG,37,MIA,72,1885,15.8,3.9,12.2,8.0,26.5,1.5,1.8,27.9,0.1,2.3,2.4,0.061,0.8,-0.2,0.6,1.2,0,0,0,2019
Moritz Wagner,C,21,LAL,43,446,10.1,4.0,15.4,9.8,7.4,1.1,2.4,21.7,-0.3,0.5,0.2,0.02,-3.9,-0.4,-4.3,-0.3,0,1,0,2019
Dion Waiters,SG,27,MIA,44,1138,11.3,0.7,10.2,5.4,16.4,1.2,0.7,21.1,0.1,1.1,1.2,0.052,-0.5,-0.6,-1.1,0.3,0,0,0,2019
Kemba Walker,PG,28,CHO,82,2863,21.7,1.9,11.9,6.8,29.4,1.7,1.0,31.5,5.5,1.9,7.4,0.123,5.2,-1.0,4.2,4.4,1,0,0,2019
Lonnie Walker IV,SG,20,SAS,17,118,10.8,0.0,15.6,7.9,10.3,2.9,2.2,20.3,-0.1,0.2,0.0,0.019,-3.4,1.0,-2.4,0.0,0,1,0,2019
John Wall,PG,28,WAS,32,1104,18.0,1.5,10.1,5.7,39.2,2.1,2.2,28.8,0.5,0.7,1.2,0.051,2.2,-1.4,0.9,0.8,0,0,0,2019
Tyrone Wallace,PG,24,LAC,62,628,7.0,3.5,13.2,8.5,9.5,1.6,0.9,18.7,-0.8,0.5,-0.3,-0.023,-5.6,-0.8,-6.4,-0.7,0,0,0,2019
Brad Wanamaker,PG,29,BOS,36,343,14.4,0.9,11.8,6.4,22.5,1.7,0.5,17.2,0.6,0.4,0.9,0.131,-1.3,0.7,-0.7,0.1,0,1,0,2019
T.J. Warren,SF,25,PHO,43,1360,16.3,2.5,11.8,7.1,7.7,1.8,1.8,22.7,1.6,0.5,2.1,0.074,0.9,-1.1,-0.2,0.6,0,0,0,2019
Julian Washburn,SF,27,MEM,18,254,6.5,3.5,14.8,9.1,7.7,2.5,0.7,10.0,-0.2,0.3,0.1,0.023,-5.1,0.5,-4.6,-0.2,0,1,0,2019
Yuta Watanabe,SF,24,MEM,15,174,3.3,2.5,17.7,10.0,6.6,1.1,0.5,15.8,-0.4,0.2,-0.2,-0.065,-7.0,-2.1,-9.1,-0.3,0,1,0,2019
Thomas Welsh,C,22,DEN,11,36,16.1,0.0,12.1,6.0,20.5,0.0,0.0,17.7,0.1,0.0,0.1,0.162,2.2,-1.1,1.2,0.0,0,1,0,2019
Russell Westbrook,PG,30,OKC,73,2630,21.1,4.1,28.3,15.8,46.5,2.5,1.1,30.9,1.8,5.0,6.8,0.124,2.8,2.4,5.2,4.7,1,0,0,2019
Derrick White,PG,24,SAS,67,1728,14.8,2.2,13.3,7.8,21.0,1.9,2.3,17.7,1.7,1.9,3.6,0.101,-0.4,1.3,0.9,1.3,0,0,0,2019
Okaro White,PF,26,WAS,3,6,-4.5,17.8,18.4,18.1,0.0,0.0,0.0,14.1,0.0,0.0,0.0,-0.251,-9.0,-7.8,-16.8,0.0,0,0,0,2019
Hassan Whiteside,C,29,MIA,72,1674,23.5,16.3,35.6,25.9,5.6,1.3,7.3,22.6,2.3,4.0,6.3,0.18,1.1,1.2,2.3,1.8,0,0,0,2019
Andrew Wiggins,SF,23,MIN,73,2543,12.4,3.5,11.4,7.4,10.9,1.3,1.6,24.4,-0.6,1.3,0.6,0.012,-1.2,-1.8,-3.0,-0.6,0,0,0,2019
Alan Williams,PF,26,BRK,5,26,32.9,16.2,60.3,38.4,22.3,1.8,0.0,25.5,0.1,0.1,0.2,0.312,7.6,4.2,11.8,0.1,0,0,0,2019
C.J. Williams,SG,28,MIN,15,128,8.8,0.8,5.9,3.3,12.9,2.2,0.0,13.3,0.1,0.1,0.1,0.042,-3.8,0.2,-3.7,-0.1,0,0,0,2019
Johnathan Williams,C,23,LAL,24,372,15.1,13.6,13.9,13.7,4.9,1.0,1.5,16.4,0.7,0.3,1.0,0.135,-2.0,-1.1,-3.2,-0.1,0,1,0,2019
Kenrich Williams,SF,24,NOP,46,1079,9.7,5.4,15.5,10.5,9.5,1.9,1.4,12.3,0.3,0.9,1.2,0.053,-2.3,0.4,-1.9,0.0,0,1,0,2019
Lou Williams,SG,32,LAC,75,1993,21.2,2.2,9.4,5.9,33.0,1.3,0.4,32.4,3.9,1.2,5.1,0.123,4.3,-2.1,2.2,2.1,0,0,0,2019
Marvin Williams,PF,32,CHO,75,2133,12.6,3.8,17.1,10.3,6.1,1.6,2.5,14.9,1.9,1.9,3.8,0.086,-0.4,0.2,-0.3,0.9,0,0,0,2019
Robert Williams,C,21,BOS,32,283,18.9,10.2,20.4,15.3,3.3,1.5,12.5,10.3,0.5,0.6,1.2,0.199,-1.7,3.4,1.8,0.3,0,1,0,2019
Troy Williams,SF,24,SAC,21,312,10.5,3.9,15.9,9.7,4.7,1.5,2.2,15.0,0.1,0.3,0.4,0.064,-2.4,0.0,-2.4,0.0,0,0,0,2019
D.J. Wilson,PF,22,MIL,48,882,10.3,5.5,19.2,12.8,7.6,0.9,1.9,14.4,0.3,1.4,1.7,0.093,-2.4,0.2,-2.2,0.0,0,0,0,2019
Justise Winslow,SF,22,MIA,66,1959,12.8,3.4,15.9,9.6,21.9,1.8,0.9,20.8,0.2,2.6,2.8,0.067,-1.3,0.6,-0.6,0.7,0,0,0,2019
Guerschon Yabusele,PF,23,BOS,41,251,12.5,9.8,12.8,11.3,8.2,1.5,2.5,17.5,0.2,0.3,0.5,0.088,-2.5,-0.2,-2.7,0.0,0,0,0,2019
Nick Young,SG,33,DEN,4,37,2.3,0.0,2.9,1.5,6.8,0.0,2.4,12.7,0.0,0.0,0.0,-0.021,-4.3,-2.5,-6.9,0.0,0,0,0,2019
Thaddeus Young,PF,30,IND,81,2489,16.2,8.7,14.4,11.7,12.0,2.4,1.3,18.0,3.0,3.9,6.9,0.133,0.4,1.1,1.5,2.2,0,0,0,2019
Trae Young,PG,20,ATL,81,2503,17.0,2.6,10.2,6.3,40.5,1.3,0.5,28.4,2.5,0.7,3.3,0.062,2.3,-2.8,-0.6,0.9,0,1,1,2019
Cody Zeller,C,26,CHO,49,1243,17.2,9.4,19.7,14.5,12.1,1.5,2.9,16.3,2.6,1.2,3.9,0.15,-0.6,0.7,0.1,0.7,0,0,0,2019
Ante Žižić,C,22,CLE,59,1082,16.2,10.6,22.8,16.4,7.7,0.6,1.8,18.2,1.7,0.3,2.0,0.087,-1.1,-2.1,-3.2,-0.3,0,0,0,2019
Trevor Ariza,SF,34,TOT,53,1493,11.0,2.5,15.7,9.0,8.0,2.2,0.9,11.8,1.3,1.2,2.5,0.081,-1.4,0.9,-0.5,0.6,0,0,0,2020
Keita Bates-Diop,PF-SF,24,TOT,44,744,12.4,3.5,15.1,9.1,5.8,1.2,2.7,15.8,0.6,0.6,1.2,0.078,-1.0,-0.4,-1.4,0.1,0,0,0,2020
Kent Bazemore,SF,30,TOT,68,1688,9.3,1.7,17.1,9.4,7.4,2.1,2.1,17.5,-0.9,1.5,0.6,0.017,-3.4,0.3,-3.0,-0.5,0,0,0,2020
Malik Beasley,SG,23,TOT,55,1209,12.7,1.6,11.9,6.7,9.4,1.6,0.6,21.8,0.4,0.8,1.2,0.049,-0.7,-1.4,-2.1,0.0,0,0,0,2020
Jordan Bell,C,25,TOT,29,256,13.9,12.0,21.8,16.7,8.9,0.5,3.2,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,0,0,0,2020
Dragan Bender,PF-C,22,TOT,16,286,10.9,5.9,21.1,13.5,14.4,0.7,2.8,17.7,0.0,0.3,0.3,0.052,-3.1,0.2,-2.9,-0.1,0,0,0,2020
Jonah Bolden,C,24,TOT,7,47,4.9,7.0,14.3,10.6,0.0,3.0,3.7,13.4,-0.1,0.1,0.0,-0.006,-8.8,-0.4,-9.2,-0.1,0,0,0,2020
Trey Burke,PG,27,TOT,33,520,15.6,3.4,7.0,5.2,23.7,1.5,0.3,20.0,1.0,0.4,1.3,0.123,0.8,-1.0,-0.2,0.2,0,0,0,2020
Alec Burks,SF-SG,28,TOT,66,1754,16.7,2.9,14.9,8.7,17.2,1.7,0.9,23.8,2.5,1.2,3.7,0.101,1.2,-0.7,0.5,1.1,0,0,0,2020
Bruno Caboclo,C,24,TOT,30,244,14.1,10.0,15.8,12.9,6.8,2.9,6.1,18.0,0.0,0.4,0.4,0.076,-3.0,0.9,-2.1,0.0,0,0,0,2020
DeMarre Carroll,SF-C,33,TOT,24,290,9.1,4.4,15.8,10.1,11.2,1.3,1.5,14.8,0.0,0.2,0.3,0.045,-3.1,-0.7,-3.9,-0.1,0,0,0,2020
Willie Cauley-Stein,C,26,TOT,54,1097,17.0,8.0,23.3,15.5,9.9,2.1,5.0,14.4,1.5,1.5,2.9,0.128,-1.2,1.7,0.5,0.7,0,0,0,2020
Chris Chiozza,PG,24,TOT,28,401,12.0,2.4,11.6,6.9,29.4,2.5,0.9,18.1,0.0,0.4,0.5,0.055,-1.6,0.5,-1.2,0.1,0,0,0,2020
Gary Clark,SF-PF,25,TOT,42,567,10.7,6.8,14.0,10.3,4.1,0.5,3.4,11.0,0.7,0.5,1.2,0.1,-0.9,-0.9,-1.9,0.0,0,0,0,2020
Jordan Clarkson,SG,27,TOT,71,1705,17.3,3.3,8.7,6.1,13.2,1.3,0.8,26.3,2.4,1.0,3.4,0.096,2.4,-1.3,1.1,1.3,0,0,0,2020
