Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
Isaiah Roby,PF,21,OKC,3,11,-7.7,0.0,19.5,10.0,0.0,0.0,0.0,8.0,-0.1,0.0,0.0,-0.188,-12.0,-3.4,-15.4,0.0,0,1,0,2020
Rajon Rondo,PG,33,LAL,48,984,12.4,2.6,13.1,7.9,32.9,1.9,0.2,18.7,0.1,1.3,1.4,0.068,-1.2,-0.1,-1.4,0.2,0,0,0,2020
Derrick Rose,PG,31,DET,50,1298,21.0,2.3,8.3,5.3,40.5,1.5,1.0,31.6,1.8,0.7,2.5,0.092,3.9,-1.7,2.2,1.4,0,0,0,2020
Terrence Ross,SG,28,ORL,69,1889,14.0,0.7,12.3,6.3,6.8,2.0,1.1,22.8,1.1,2.0,3.0,0.077,-0.1,-0.3,-0.4,0.8,0,0,0,2020
Terry Rozier,PG,25,CHO,63,2164,14.8,2.4,11.8,7.0,20.4,1.4,0.4,23.7,1.9,1.1,3.0,0.066,0.8,-1.2,-0.4,0.8,0,0,0,2020
Ricky Rubio,PG,29,PHO,65,2016,16.5,2.5,14.4,8.4,39.7,2.2,0.5,20.4,2.9,2.0,4.9,0.117,0.7,0.2,1.0,1.5,0,0,0,2020
Domantas Sabonis,PF,23,IND,62,2159,20.7,9.7,29.3,19.6,21.7,1.1,1.2,23.3,4.1,3.4,7.5,0.168,2.0,1.2,3.2,2.9,0,0,0,2020
Luka Šamanić,PF,20,SAS,3,48,8.8,2.2,20.2,11.2,16.3,0.0,3.7,17.8,0.0,0.0,0.0,0.011,-2.4,-1.7,-4.1,0.0,0,1,0,2020
JaKarr Sampson,PF,26,IND,34,471,12.6,4.7,15.7,10.2,6.1,1.6,2.2,13.2,0.6,0.7,1.2,0.124,-2.8,1.4,-1.4,0.1,0,0,0,2020
Dario Šarić,PF,25,PHO,66,1632,14.2,6.7,21.1,13.8,10.8,1.1,0.9,17.8,2.1,1.5,3.6,0.105,-0.1,-0.3,-0.4,0.7,0,0,0,2020
Tomáš Satoranský,SG,28,CHI,65,1878,13.5,4.3,11.0,7.5,27.1,2.1,0.4,16.7,1.8,1.7,3.5,0.09,-1.1,-0.2,-1.2,0.4,0,0,0,2020
Admiral Schofield,PF,22,WAS,33,368,6.1,2.0,12.4,7.0,5.3,1.0,0.9,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,0,1,0,2020
Dennis Schröder,PG,26,OKC,65,1999,16.7,1.1,11.6,6.5,21.9,1.1,0.6,27.2,1.9,1.8,3.6,0.087,1.1,-1.1,-0.1,1.0,0,0,0,2020
Mike Scott,PF,31,PHI,68,1207,11.2,5.9,16.8,11.3,6.4,0.8,0.4,14.0,1.4,1.1,2.5,0.1,-0.7,-1.1,-1.8,0.1,0,0,0,2020
Thabo Sefolosha,PF,35,HOU,41,436,9.4,5.0,17.5,11.2,7.5,2.5,2.4,10.4,0.0,0.6,0.7,0.072,-2.9,1.7,-1.2,0.1,0,0,0,2020
Collin Sexton,PG,21,CLE,65,2143,16.3,3.1,7.5,5.3,15.1,1.5,0.3,27.2,2.1,0.4,2.5,0.057,0.3,-2.1,-1.8,0.1,0,0,0,2020
Landry Shamet,SG,22,LAC,53,1452,8.5,0.4,6.6,3.6,9.1,0.7,0.6,13.4,1.5,1.1,2.6,0.086,-1.8,-0.3,-2.1,0.0,0,0,0,2020
Marial Shayok,SG,24,PHI,4,28,1.4,3.9,23.7,13.8,4.8,0.0,3.0,25.8,-0.1,0.0,-0.1,-0.13,-9.3,-3.7,-13.0,-0.1,0,1,0,2020
Iman Shumpert,SF,29,BRK,13,241,5.3,3.9,10.5,7.3,6.7,2.4,0.7,13.4,-0.3,0.3,0.0,-0.005,-6.2,0.7,-5.5,-0.2,0,0,0,2020
Pascal Siakam,PF,25,TOR,60,2110,17.9,3.3,18.3,11.0,16.4,1.4,2.5,28.1,1.8,3.6,5.4,0.123,1.3,0.5,1.8,2.0,1,0,0,2020
Chris Silva,PF,23,MIA,44,346,17.3,20.2,20.6,20.4,9.9,1.3,6.0,17.1,0.7,0.5,1.3,0.178,-3.1,0.8,-2.3,0.0,0,1,0,2020
Ben Simmons,PG,23,PHI,57,2017,20.4,6.2,18.2,12.2,33.8,2.9,1.4,20.9,3.8,3.1,6.9,0.165,1.3,2.3,3.6,2.8,1,0,0,2020
Anfernee Simons,SG,20,POR,70,1449,9.0,1.8,9.1,5.5,9.2,0.9,0.6,18.7,0.0,0.1,0.2,0.005,-2.6,-1.9,-4.5,-0.9,0,0,0,2020
Alen Smailagić,C,19,GSW,14,139,14.5,7.5,13.7,10.5,14.3,1.0,2.6,18.2,0.2,0.1,0.2,0.081,-1.5,-0.7,-2.2,0.0,0,1,0,2020
Marcus Smart,SG,25,BOS,60,1919,13.8,2.4,10.1,6.3,21.1,2.5,1.4,18.9,1.7,2.8,4.5,0.112,0.0,1.4,1.4,1.6,0,0,0,2020
Dennis Smith Jr.,PG,22,NYK,34,537,7.4,4.1,11.7,7.7,26.4,2.5,1.4,23.1,-1.4,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,0,0,0,2020
Ish Smith,PG,31,WAS,68,1787,13.9,1.8,12.0,6.7,27.1,1.5,1.5,19.1,1.3,0.6,1.9,0.051,-0.3,-1.0,-1.3,0.3,0,0,0,2020
J.R. Smith,SG,34,LAL,6,79,0.0,0.0,6.9,3.5,4.8,0.6,0.0,14.3,-0.2,0.1,-0.1,-0.077,-7.8,-2.0,-9.8,-0.2,0,0,0,2020
Zhaire Smith,SF,20,PHI,7,32,1.1,0.0,6.9,3.5,8.2,4.5,0.0,19.9,-0.1,0.1,-0.1,-0.12,-10.2,0.4,-9.8,-0.1,0,0,0,2020
Tony Snell,SF,28,DET,59,1641,9.7,0.6,7.1,3.8,10.9,1.0,0.8,11.4,2.1,0.5,2.6,0.076,-1.2,-0.6,-1.8,0.1,0,0,0,2020
Omari Spellman,C,22,GSW,49,886,14.4,9.1,18.0,13.4,8.1,1.8,2.4,18.8,0.5,0.7,1.2,0.066,-0.8,-1.0,-1.8,0.1,0,0,0,2020
Max Strus,SF,23,CHI,2,6,30.7,17.5,0.0,9.2,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.316,5.7,-1.7,3.9,0.0,0,1,0,2020
Edmond Sumner,SG,24,IND,31,447,10.1,2.7,8.5,5.6,16.7,1.6,1.8,17.3,-0.1,0.5,0.4,0.047,-3.1,0.2,-2.9,-0.1,0,0,0,2020
Jayson Tatum,PF,21,BOS,66,2265,20.4,3.1,18.5,10.9,14.5,2.0,2.3,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4.0,3.4,1,0,0,2020
Garrett Temple,SG,33,BRK,62,1730,10.5,1.8,11.1,6.5,12.8,1.3,1.4,16.6,0.7,1.7,2.4,0.066,-1.4,0.3,-1.1,0.4,0,0,0,2020
Daniel Theis,C,27,BOS,65,1566,17.9,9.7,19.3,14.6,10.1,1.1,5.0,14.4,4.0,2.6,6.5,0.201,0.6,1.8,2.4,1.7,0,0,0,2020
Isaiah Thomas,PG,30,WAS,40,925,11.6,1.2,7.0,4.0,23.4,0.7,0.6,24.1,0.1,-0.1,0.0,0.002,-0.5,-3.9,-4.4,-0.5,0,0,0,2020
Khyri Thomas,SG,23,DET,8,61,3.1,1.8,0.0,0.9,6.7,2.4,0.0,15.6,-0.1,0.0,0.0,-0.038,-6.2,-1.7,-7.9,-0.1,0,0,0,2020
Lance Thomas,PF,31,BRK,7,98,3.0,2.2,11.4,6.9,8.2,0.0,0.0,13.1,-0.1,0.1,0.0,-0.015,-5.7,-2.5,-8.2,-0.2,0,0,0,2020
Matt Thomas,SG,25,TOR,41,440,13.3,2.2,12.2,7.3,7.5,1.1,0.2,16.6,0.7,0.6,1.2,0.133,1.0,0.1,1.1,0.3,0,1,0,2020
Tristan Thompson,C,28,CLE,57,1721,16.8,14.5,22.9,18.6,10.5,0.9,2.5,18.3,2.0,1.1,3.1,0.085,-0.2,-1.3,-1.5,0.2,0,0,0,2020
Sindarius Thornwell,SF,25,NOP,2,35,14.7,0.0,12.2,6.1,16.1,1.3,2.4,17.3,0.0,0.0,0.1,0.101,0.4,-1.2,-0.8,0.0,0,0,0,2020
Matisse Thybulle,SG,22,PHI,65,1287,10.0,3.8,5.4,4.6,8.0,3.5,3.1,11.2,0.3,2.0,2.3,0.086,-2.8,3.1,0.3,0.8,0,1,0,2020
Juan Toscano-Anderson,SG,26,GSW,13,272,9.4,3.5,17.8,10.4,13.8,2.3,1.7,12.7,-0.1,0.2,0.2,0.03,-4.1,0.5,-3.6,-0.1,0,1,0,2020
Karl-Anthony Towns,C,24,MIN,35,1187,26.5,8.1,26.1,16.8,22.8,1.3,2.9,28.8,3.7,1.3,5.1,0.204,7.0,0.8,7.8,2.9,0,0,0,2020
Gary Trent Jr.,SF,21,POR,61,1332,12.9,2.0,5.8,3.9,6.3,1.7,1.0,15.3,2.2,0.3,2.5,0.089,0.5,-0.8,-0.3,0.6,0,0,0,2020
Allonzo Trier,SG,24,NYK,24,291,14.5,2.1,8.7,5.3,14.8,0.5,1.3,21.4,0.5,0.1,0.5,0.087,1.0,-1.4,-0.4,0.1,0,0,0,2020
P.J. Tucker,PF,34,HOU,72,2467,8.3,4.7,15.6,10.1,6.0,1.4,1.2,8.7,1.6,2.4,4.0,0.078,-2.4,0.6,-1.9,0.1,0,0,0,2020
Rayjon Tucker,SG,22,UTA,20,161,9.7,2.1,11.2,6.8,4.4,0.3,0.5,16.6,0.1,0.1,0.2,0.063,-3.8,-2.2,-6.1,-0.2,0,1,0,2020
Evan Turner,SG,31,ATL,19,251,6.8,3.4,13.0,8.2,20.6,1.7,2.7,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.5,-0.2,0,0,0,2020
Myles Turner,C,23,IND,62,1826,14.8,5.2,19.1,12.2,5.4,1.2,6.4,17.9,1.1,3.1,4.2,0.111,-1.0,1.1,0.1,1.0,0,0,0,2020
Jonas Valančiūnas,C,27,MEM,70,1845,22.2,12.4,32.2,22.5,10.9,0.8,3.6,21.5,4.2,2.8,7.0,0.182,2.1,0.2,2.4,2.0,0,0,0,2020
Denzel Valentine,SF,26,CHI,36,488,13.0,1.9,15.5,8.4,14.2,2.6,1.2,23.3,-0.1,0.6,0.5,0.048,-0.8,0.2,-0.6,0.2,0,0,0,2020
Fred VanVleet,SG,25,TOR,54,1928,16.3,1.0,9.9,5.6,27.7,2.5,0.9,21.7,2.8,3.1,5.8,0.145,1.3,1.4,2.7,2.3,0,0,0,2020
Gabe Vincent,PG,23,MIA,9,83,1.2,0.0,6.5,3.4,10.1,2.9,0.0,20.2,-0.3,0.1,-0.2,-0.117,-8.5,-1.9,-10.4,-0.2,0,1,0,2020
Nikola Vučević,C,29,ORL,62,1998,21.9,7.3,29.7,18.1,19.5,1.3,2.1,25.8,3.5,2.9,6.4,0.153,3.7,0.5,4.2,3.1,0,0,0,2020
Dean Wade,PF,23,CLE,12,71,13.9,4.6,25.3,14.9,4.0,1.4,4.8,9.9,0.1,0.1,0.2,0.105,-1.7,0.5,-1.3,0.0,0,1,0,2020
Moritz Wagner,C,22,WAS,45,835,15.1,7.0,22.2,14.3,9.8,1.6,2.0,18.6,1.1,0.6,1.7,0.099,-2.0,-0.3,-2.3,-0.1,0,0,0,2020
Kemba Walker,PG,29,BOS,56,1742,20.0,2.2,11.0,6.7,24.2,1.3,1.5,27.2,3.9,2.0,5.9,0.162,4.9,-0.3,4.6,2.9,0,0,0,2020
Lonnie Walker IV,SG,21,SAS,61,988,10.5,2.5,12.7,7.6,9.6,1.5,1.2,18.7,-0.2,0.6,0.3,0.016,-2.5,-1.0,-3.5,-0.4,0,0,0,2020
Tyrone Wallace,SG,25,ATL,14,160,3.9,2.0,13.0,7.4,10.9,2.0,0.5,16.0,-0.3,0.1,-0.2,-0.075,-7.8,-1.0,-8.7,-0.3,0,0,0,2020
Brad Wanamaker,PG,30,BOS,71,1369,12.8,1.7,9.4,5.6,17.8,2.2,0.9,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5,0,0,0,2020
T.J. Warren,SF,26,IND,67,2202,18.4,3.4,10.5,7.0,7.1,1.7,1.4,23.3,4.0,2.6,6.5,0.143,1.2,0.0,1.1,1.7,0,0,0,2020
P.J. Washington,PF,21,CHO,58,1759,12.4,3.5,16.6,9.8,11.3,1.5,2.3,18.6,0.5,1.5,2.0,0.054,-1.7,0.1,-1.6,0.2,0,1,1,2020
Yuta Watanabe,SF,25,MEM,18,105,11.2,7.2,12.8,10.0,6.4,2.2,0.8,15.7,0.0,0.1,0.1,0.065,-2.4,0.7,-1.7,0.0,0,0,0,2020
Tremont Waters,PG,22,BOS,11,119,4.3,0.0,10.7,5.4,18.3,4.1,1.6,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1.0,-7.5,-0.2,0,1,0,2020
Quinndary Weatherspoon,SG,23,SAS,11,78,3.2,1.4,8.3,4.8,17.5,1.8,1.1,12.7,-0.2,0.0,-0.1,-0.071,-6.4,-1.0,-7.4,-0.1,0,1,0,2020
Russell Westbrook,PG,31,HOU,57,2049,21.0,5.1,18.1,11.5,35.6,2.1,0.8,34.4,1.7,2.5,4.2,0.098,1.6,-0.1,1.5,1.8,1,0,0,2020
Coby White,PG,19,CHI,65,1674,11.9,1.8,14.0,7.6,16.5,1.4,0.3,24.4,-0.5,1.4,0.9,0.026,-1.3,-1.6,-2.9,-0.4,0,1,1,2020
Derrick White,SG,25,SAS,68,1677,16.4,2.3,12.1,7.2,20.0,1.3,3.1,18.9,3.1,1.1,4.2,0.119,1.2,0.1,1.3,1.4,0,0,0,2020
Hassan Whiteside,C,30,POR,67,2008,25.0,13.6,33.3,23.6,5.9,0.6,8.4,19.6,5.6,3.0,8.5,0.204,2.5,0.7,3.2,2.6,0,0,0,2020
Grant Williams,PF,21,BOS,69,1043,7.9,6.1,12.1,9.1,8.5,1.4,3.2,11.6,0.1,1.4,1.6,0.071,-4.1,1.4,-2.7,-0.2,0,1,0,2020
Johnathan Williams,PF,24,WAS,15,180,14.0,14.0,25.3,19.4,5.9,0.3,3.9,10.3,0.3,0.1,0.4,0.109,-0.8,-1.3,-2.0,0.0,0,0,0,2020
Kenrich Williams,PF,25,NOP,39,832,7.5,6.5,17.3,11.9,8.4,1.5,2.1,8.9,0.1,0.8,0.9,0.05,-3.4,0.9,-2.4,-0.1,0,0,0,2020
Lou Williams,PG,33,LAC,65,1864,17.3,1.8,9.2,5.6,30.1,1.1,0.6,28.4,2.3,1.8,4.1,0.105,2.2,-1.4,0.7,1.3,0,0,0,2020
Robert Williams,C,22,BOS,29,388,23.1,11.2,24.0,17.7,10.1,2.7,8.4,13.6,1.1,1.0,2.0,0.253,0.8,4.3,5.1,0.7,0,0,0,2020
Nigel Williams-Goss,PG,25,UTA,10,50,8.1,4.6,8.5,6.6,16.4,2.9,1.7,17.4,-0.1,0.1,0.0,0.017,-5.2,1.3,-3.9,0.0,0,1,0,2020
Zion Williamson,PF,19,NOP,24,668,24.1,10.1,13.7,11.9,13.3,1.1,1.1,30.5,1.5,0.4,2.0,0.141,3.5,-1.4,2.1,0.7,0,1,1,2020
D.J. Wilson,PF,23,MIL,37,363,8.2,3.5,20.5,12.5,9.1,0.4,1.2,18.1,-0.3,0.6,0.3,0.046,-4.1,0.0,-4.0,-0.2,0,0,0,2020
Justise Winslow,SG,23,MIA,11,352,8.5,5.3,17.5,11.6,18.7,1.0,1.4,20.6,-0.4,0.4,0.0,-0.004,-3.5,-0.1,-3.6,-0.1,0,0,0,2020
Christian Wood,PF,24,DET,62,1325,23.2,8.8,24.8,16.7,7.6,1.3,3.4,23.0,3.6,1.5,5.1,0.183,3.5,-0.3,3.1,1.7,0,0,0,2020
Delon Wright,PG,27,DAL,73,1570,15.4,4.7,13.8,9.4,21.0,2.6,1.2,14.4,2.6,1.8,4.4,0.134,0.0,1.9,1.9,1.5,0,0,0,2020
Justin Wright-Foreman,PG,22,UTA,4,45,8.8,0.0,11.8,6.1,23.0,2.2,0.0,24.1,-0.1,0.1,0.0,-0.008,-7.0,-2.0,-9.0,-0.1,0,1,0,2020
Thaddeus Young,PF,31,CHI,64,1591,13.3,6.2,16.1,10.9,11.3,2.8,1.4,19.7,-0.2,2.1,1.9,0.058,-1.4,0.2,-1.2,0.3,0,0,0,2020
Trae Young,PG,21,ATL,60,2120,23.9,1.6,11.5,6.5,45.6,1.4,0.3,34.9,5.3,0.6,5.9,0.133,6.2,-2.3,3.9,3.1,0,0,0,2020
Cody Zeller,C,27,CHO,58,1341,18.8,12.6,21.2,16.7,11.3,1.5,1.7,20.8,2.3,1.3,3.6,0.129,0.2,-0.8,-0.6,0.5,0,0,0,2020
Tyler Zeller,C,30,SAS,2,4,22.4,80.9,26.9,53.9,0.0,0.0,0.0,43.2,0.0,0.0,0.0,-0.075,-0.3,-22.1,-22.4,0.0,0,0,0,2020
Ante Žižić,C,23,CLE,22,221,16.4,9.0,24.4,16.6,4.2,1.5,1.9,17.5,0.3,0.2,0.5,0.106,-1.7,-1.5,-3.2,-0.1,0,0,0,2020
Ivica Zubac,C,22,LAC,72,1326,21.7,15.9,26.4,21.3,9.1,0.6,4.4,16.4,4.4,2.3,6.6,0.241,1.9,0.9,2.8,1.6,0,0,0,2020
LaMarcus Aldridge,C,35,TOT,26,674,15.7,3.0,15.8,9.4,11.0,0.8,3.7,22.2,0.5,0.6,1.1,0.08,-0.2,-0.2,-0.3,0.3,0,0,0,2021
Jarrett Allen,C,22,TOT,63,1864,20.1,11.6,26.3,18.9,8.7,0.8,4.3,16.6,4.3,2.1,6.4,0.166,1.3,-0.2,1.1,1.4,0,0,0,2021
Al-Farouq Aminu,PF,30,TOT,23,434,8.9,5.1,21.9,13.3,10.1,2.1,1.9,13.6,-0.4,0.5,0.1,0.01,-4.9,1.1,-3.8,-0.2,0,0,0,2021
D.J. Augustin,PG,33,TOT,57,1129,12.1,1.9,7.0,4.4,22.2,1.2,0.1,16.8,1.5,0.5,2.1,0.088,-0.6,-1.5,-2.1,0.0,0,0,0,2021
Jordan Bell,C,26,TOT,6,82,8.0,9.1,21.9,15.5,10.6,1.7,5.2,13.6,-0.1,0.1,0.0,-0.008,-5.9,0.1,-5.8,-0.1,0,0,0,2021
Khem Birch,C,28,TOT,67,1529,15.1,11.6,15.3,13.4,8.5,1.5,3.1,13.6,2.3,1.4,3.8,0.118,-1.0,0.1,-1.0,0.4,0,0,0,2021
Nemanja Bjelica,PF,32,TOT,37,595,12.9,5.4,18.5,11.9,16.2,1.2,0.8,18.4,0.5,0.3,0.9,0.071,-1.4,-0.8,-2.2,0.0,0,0,0,2021
Avery Bradley,SG,30,TOT,27,602,6.3,1.4,9.1,5.2,10.8,1.7,0.5,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.5,-5.4,-0.5,0,0,0,2021
Tony Bradley,C,23,TOT,42,684,20.7,13.3,24.0,18.6,8.5,1.0,3.9,15.8,1.8,1.0,2.7,0.192,1.2,0.1,1.3,0.6,0,0,0,2021
Ignas Brazdeikis,SF,22,TOT,13,249,9.5,4.5,14.7,9.4,10.5,0.8,1.1,17.6,-0.1,0.1,0.1,0.016,-3.2,-2.1,-5.3,-0.2,0,0,0,2021
Troy Brown Jr.,SF,21,TOT,34,524,8.5,4.2,17.4,10.8,7.2,0.9,1.0,14.0,0.0,0.5,0.5,0.043,-3.3,-0.6,-4.0,-0.3,0,0,0,2021
Wendell Carter Jr.,C,21,TOT,54,1375,16.7,10.2,24.6,17.4,11.2,1.2,2.7,19.3,1.7,1.7,3.4,0.118,-1.1,-0.2,-1.3,0.2,0,0,0,2021
Gary Clark,SF-PF,26,TOT,39,654,6.0,5.1,13.5,9.1,6.4,1.0,1.0,10.1,-0.3,0.4,0.1,0.008,-4.2,-0.7,-4.9,-0.5,0,0,0,2021
Quinn Cook,PG,27,TOT,23,157,12.7,1.4,10.9,6.1,18.3,1.3,0.6,21.8,0.1,0.1,0.2,0.061,-1.0,-0.2,-1.2,0.0,0,0,0,2021
Tyler Cook,SF-PF,23,TOT,32,438,12.8,7.0,17.2,12.1,5.9,0.9,0.4,13.9,0.5,0.3,0.8,0.09,-2.2,-0.9,-3.0,-0.1,0,0,0,2021
DeMarcus Cousins,C,30,TOT,41,713,16.4,8.0,32.7,20.0,16.3,2.3,3.0,24.5,0.0,1.2,1.2,0.079,-1.2,1.6,0.4,0.4,0,0,0,2021
Torrey Craig,SF,30,TOT,50,803,14.2,8.1,19.1,13.7,7.9,1.7,2.9,14.3,1.1,1.1,2.2,0.133,-0.3,0.7,0.4,0.5,0,0,0,2021
Terence Davis,SG,23,TOT,61,1074,12.7,2.0,14.1,7.9,11.4,2.0,1.2,21.8,0.1,0.8,0.8,0.038,-0.9,-0.9,-1.7,0.1,0,0,0,2021
Hamidou Diallo,SG-SF,22,TOT,52,1226,14.3,5.1,18.8,11.9,13.3,1.6,1.7,22.2,0.3,1.3,1.6,0.063,-2.2,0.1,-2.1,0.0,0,0,0,2021
Gorgui Dieng,C,31,TOT,38,552,19.2,7.6,19.5,13.5,12.0,2.3,2.6,17.4,1.3,0.8,2.1,0.185,1.8,1.5,3.4,0.7,0,0,0,2021
Andre Drummond,C,27,TOT,46,1242,19.4,14.8,35.2,24.9,13.2,2.5,3.5,27.6,-0.6,2.5,2.0,0.077,-1.7,0.5,-1.2,0.3,0,0,0,2021
Yogi Ferrell,PG,27,TOT,10,136,14.4,4.1,11.4,7.8,22.9,2.5,2.0,20.7,0.1,0.2,0.3,0.099,-0.5,0.8,0.2,0.1,0,0,0,2021
Evan Fournier,SF,28,TOT,42,1259,16.7,0.8,10.2,5.4,18.6,1.8,1.4,23.1,1.8,1.0,2.8,0.107,1.5,-0.4,1.1,1.0,0,0,0,2021
Daniel Gafford,C,22,TOT,54,791,22.2,12.9,18.6,15.8,5.3,1.5,8.1,16.7,2.1,1.3,3.5,0.209,0.6,1.6,2.2,0.8,0,0,0,2021
Aaron Gordon,PF,25,TOT,50,1384,14.5,6.0,16.4,11.1,17.8,1.2,2.3,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,0,0,0,2021
Javonte Green,SF-SG,27,TOT,41,473,12.1,6.1,10.6,8.3,4.8,2.9,1.1,12.6,0.5,0.6,1.1,0.107,-2.2,1.7,-0.5,0.2,0,0,0,2021
Blake Griffin,PF,31,TOT,46,1186,12.9,3.4,17.4,10.5,17.0,1.3,1.1,19.3,0.9,1.1,2.0,0.081,-0.8,0.0,-0.8,0.3,0,0,0,2021
R.J. Hampton,SG,19,TOT,51,888,11.1,3.4,18.4,10.7,15.2,1.2,1.0,19.6,-0.3,0.7,0.4,0.021,-2.6,-1.2,-3.8,-0.4,0,1,0,2021
James Harden,PG,31,TOT,44,1609,24.5,2.5,20.6,11.9,44.4,1.6,1.8,28.4,5.3,1.7,7.0,0.208,6.2,1.0,7.2,3.7,0,0,0,2021
Maurice Harkless,PF-SF,27,TOT,37,772,8.1,1.9,11.1,6.4,7.3,1.9,2.3,11.5,0.2,0.4,0.6,0.038,-3.8,0.1,-3.7,-0.3,0,0,0,2021
Gary Harris,SG,26,TOT,39,1080,9.1,2.1,5.9,4.0,10.3,1.3,1.0,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,0,0,0,2021
Shaquille Harrison,SG,27,TOT,34,333,6.8,2.4,13.7,8.1,9.5,2.5,1.5,12.9,-0.2,0.4,0.2,0.03,-5.5,1.5,-4.1,-0.2,0,0,0,2021
Isaiah Hartenstein,C,22,TOT,46,559,17.9,13.0,23.7,18.2,15.3,1.7,6.5,19.2,0.7,0.9,1.6,0.134,-2.4,1.5,-0.9,0.2,0,0,0,2021
George Hill,PG,34,TOT,30,672,13.1,2.6,7.2,4.9,16.0,1.6,0.7,15.9,0.9,0.6,1.4,0.1,-1.0,-0.2,-1.2,0.1,0,0,0,2021
Rodney Hood,SF,28,TOT,55,942,5.6,2.6,9.4,5.9,7.5,1.2,0.7,14.1,-0.7,0.3,-0.4,-0.019,-4.9,-1.4,-6.4,-1.0,0,0,0,2021
Chandler Hutchison,SF,24,TOT,25,346,6.8,1.9,22.2,12.1,6.3,1.6,1.2,16.2,-0.5,0.4,-0.1,-0.007,-5.7,0.2,-5.6,-0.3,0,0,0,2021
Wes Iwundu,SF,26,TOT,41,539,4.3,3.0,15.2,9.1,4.2,1.4,0.7,10.8,-0.5,0.4,0.0,-0.003,-6.1,-0.3,-6.3,-0.6,0,0,0,2021
Justin Jackson,SF,25,TOT,34,577,10.4,2.9,11.1,6.9,13.9,1.2,0.3,19.8,-0.1,0.3,0.2,0.018,-2.3,-1.2,-3.5,-0.2,0,0,0,2021
DaQuan Jeffries,SG,23,TOT,31,493,7.9,4.1,11.8,7.8,6.1,1.4,1.8,11.9,0.0,0.2,0.3,0.027,-3.6,-1.1,-4.7,-0.3,0,0,0,2021
James Johnson,PF,33,TOT,51,1043,11.4,3.4,15.1,9.3,12.9,2.0,3.8,17.1,-0.1,1.3,1.2,0.055,-2.7,1.5,-1.2,0.2,0,0,0,2021
Damian Jones,C,25,TOT,39,547,14.6,7.3,17.4,12.3,7.0,1.0,4.6,12.3,1.0,0.5,1.6,0.138,-2.2,0.8,-1.4,0.1,0,0,0,2021
Mason Jones,SG,22,TOT,32,334,12.1,2.2,16.0,8.8,18.9,1.0,0.3,23.0,0.0,0.2,0.2,0.028,-1.4,-1.2,-2.7,-0.1,0,1,0,2021
Cory Joseph,PG,29,TOT,63,1446,12.5,2.7,9.7,6.1,21.4,2.0,1.1,16.3,1.3,0.8,2.1,0.069,-1.8,0.0,-1.8,0.1,0,0,0,2021
Mfiondu Kabengele,PF,23,TOT,39,280,9.5,4.7,19.4,12.0,8.7,1.4,4.1,17.7,-0.2,0.3,0.2,0.026,-4.3,0.1,-4.3,-0.2,0,0,0,2021
Luke Kornet,C,25,TOT,31,348,13.3,4.4,17.0,10.7,9.5,0.6,8.5,13.7,0.2,0.5,0.7,0.095,-0.8,1.6,0.8,0.3,0,0,0,2021
Rodions Kurucs,SF-PF,22,TOT,21,125,6.3,4.3,15.4,9.8,10.3,3.4,2.9,15.9,-0.3,0.2,-0.1,-0.041,-6.4,1.8,-4.6,-0.1,0,0,0,2021
Alex Len,C,27,TOT,64,979,16.4,8.5,19.7,14.1,7.0,0.9,5.6,16.3,1.5,1.3,2.7,0.133,-1.2,1.0,-0.1,0.5,0,0,0,2021
Caris LeVert,SG,26,TOT,47,1486,17.8,2.5,13.1,7.8,25.4,2.1,1.7,28.7,0.9,1.5,2.4,0.077,0.9,-0.5,0.4,0.9,0,0,0,2021
JaVale McGee,C,33,TOT,46,678,17.0,12.6,27.3,19.8,9.7,1.4,7.3,23.9,-0.1,1.1,1.0,0.068,-3.3,0.8,-2.5,-0.1,0,0,0,2021
Ben McLemore,SG,27,TOT,53,905,8.5,1.7,10.5,6.0,6.4,1.2,0.9,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.2,-3.9,-0.4,0,0,0,2021
Nicolò Melli,PF,30,TOT,45,566,7.9,5.6,17.9,11.8,9.8,1.2,0.5,12.5,0.1,0.5,0.6,0.048,-3.5,0.0,-3.5,-0.2,0,0,0,2021
Svi Mykhailiuk,SF,23,TOT,66,1324,10.4,1.9,11.4,6.6,12.9,1.9,0.8,20.0,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,0,0,0,2021
